run_id;loco_no;performing_ru;coverage_date;coverage_pct;assigned_minutes;unresolved_gap_minutes;overlap_minutes;error_findings;manual_review_findings;gate_status;gate_reason;exact_overlap_seconds;exact_overlap_minutes
RUN_20260621_191259;91806185294-6;LTE DE - LTE Germany GmbH;2026-06-18;88.66;1290;165;0;0;0;WARNING;Ungeklärte GAP-Minuten=165 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806185344-9;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806185346-4;LTE DE - LTE Germany GmbH;2026-06-18;87.5;1050;150;0;1;0;BLOCKED;ERROR-Findings=1 | GAPs über 8h=1 | Ungeklärte GAP-Minuten=150 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806185690-5;LTE DE - LTE Germany GmbH;2026-06-18;100.0;660;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806186943-7;LTE DE - LTE Germany GmbH;2026-06-18;95.89;1050;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806186945-2;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806189806-3;LTE DE - LTE Germany GmbH;2026-06-18;89.8;1320;150;0;0;0;WARNING;Ungeklärte GAP-Minuten=150 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806192999-1;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193221-9;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193272-2;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193374-6;LTE DE - LTE Germany GmbH;2026-06-18;100.0;90;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193377-9;LTE DE - LTE Germany GmbH;2026-06-18;100.0;165;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193386-0;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1005;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193512-1;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1395;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193627-7;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1440;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806193634-3;LTE DE - LTE Germany GmbH;2026-06-18;100.0;1440;0;0;0;0;READY;"";0;0.0
